Make,Model,sale ,Fuel Type,Transmission,Color,Owner_a,Seller Type,Engine_a,Max Power,Max Torque,Drivetrain,Price USD,Kilometer,Length_a,Width,Height,Seating Capacity,Fuel Tank Capacity,Year_a
Honda,Jazz VX Petrol,8/12/2023,Gasolina,Manual,Silver,First,Individual,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,7020.00,24100,3955,1694,1544,5,10.56,2017
Ford,Aspire Titanium 1.2 Ti-VCT,9/8/2020,Gasolina,Manual,White,First,Individual,1196 cc,87 bhp @ 6300 rpm,112 Nm @ 4000 rpm,FWD,5220.00,23000,3995,1695,1525,5,11.088,2017
Maruti Suzuki,Ciaz Delta 1.5 Diesel,8/12/2021,Diesel,Manual,White,First,Individual,1498 cc,94 bhp @ 4000 rpm,225 Nm @ 1500 rpm,FWD,10920.00,76000,4490,1730,1485,5,11.352,2019
Maruti Suzuki,Celerio VXi,9/8/2021,Gasolina,Manual,White,First,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,6780.00,47000,3695,1600,1560,5,9.24,2020
Toyota,Urban Cruiser Premium Grade AT,4/4/2022,Gasolina,Automatic,White,First,Individual,1462 cc,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,FWD,12600.00,1910,3995,1790,1640,5,12.672,2021
Hyundai,Creta E Plus 1.4 CRDI,10/13/2020,Diesel,Manual,Orange,First,Individual,1396 cc,89 bhp @ 4000 rpm,224 Nm @ 1500 rpm,FWD,11880.00,23000,4270,1780,1630,5,15.84,2019
Audi,A3 35 TDI Premium Plus,10/10/2021,Diesel,Automatic,Blue,Second,Individual,1968 cc,141 bhp @ 3500 rpm,320 Nm @ 1750 rpm,FWD,31080.00,36978,4456,1796,1416,5,13.2,2020
Mahindra,XUV500 W8 AWD [2015-2017],5/1/2020,Diesel,Manual,White,First,Individual,2179 cc,138 bhp @ 3750 rpm,330 Nm @ 1600 rpm,AWD,12000.00,33000,4585,1890,1785,7,18.48,2016
Hyundai,Verna Fluidic 1.6 VTVT SX AT,10/13/2020,Gasolina,Automatic,Silver,First,Individual,1591 cc,121 bhp @ 6300 rpm,158 Nm @ 4200 rpm,FWD,7176.00,58200,4370,1700,1475,5,11.352,2015
Mahindra,Bolero Power Plus ZLX [2016-2019],8/14/2019,Diesel,Manual,White,First,Individual,1493 cc,70 bhp @ 3600 rpm,195 Nm @ 1400 rpm,RWD,10200.00,83000,3995,1745,1880,7,0,2018
Hyundai,Elite i20 Asta 1.4 (O) CRDi,4/2/2020,Diesel,Manual,White,Second,Individual,1396 cc,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,FWD,6720.00,80000,3985,1734,1505,5,10.56,2016
Audi,A3 35 TDI Premium,1/18/2020,Diesel,Automatic,Blue,First,Individual,1968 cc,141 bhp @ 3500 rpm,320 Nm @ 1750 rpm,FWD,31200.00,64000,4456,1796,1416,5,13.2,2017
Skoda,Rapid Ambition 1.6 TDI CR MT,8/12/2020,Diesel,Manual,Silver,First,Individual,1598 cc,105 bhp @ 4400 rpm,250 Nm @ 2500 rpm,FWD,8940.00,117048,4386,1699,1466,5,14.52,2016
Hyundai,Grand i10 Asta 1.2 Kappa VTVT,10/15/2021,Gasolina,Manual,Silver,First,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,5940.00,47000,3765,1660,1520,5,11.352,2017
Audi,A3 40 TFSI Premium Plus + sunroof,12/20/2021,Gasolina,Automatic,Blue,First,Individual,1798 cc,178 bhp @ 5100 rpm,250 Nm @ 150 rpm,FWD,29400.00,43290,4456,1796,1416,5,13.2,2018
Mercedes-Benz,C-Class C 220 CDI Avantgarde,8/11/2023,Diesel,Automatic,White,First,Individual,2143 cc,168 bhp @ 3000 rpm,400 Nm @ 1400 rpm,RWD,34200.00,7000,4686,1810,1442,5,17.424,2016
Mahindra,Scorpio S10,4/14/2023,Diesel,Manual,White,First,Individual,2179 cc,120 bhp @ 4000 rpm,280 Nm @ 1800 rpm,RWD,11100.00,150000,4456,1820,1995,8,15.84,2016
Mercedes-Benz,E-Class E 350 d Exclusive [2017-2019],2/23/2023,Diesel,Automatic,Silver,First,Individual,2987 cc,255 bhp @ 3400 rpm,620 Nm @ 1600 rpm,RWD,74700.00,42079,5063,1860,1494,5,21.12,2019
Jaguar,XF 3.0 V6 Premium Luxury,12/23/2022,Diesel,Automatic,Bronze,First,Individual,,,,,31800.00,62645,,,,,0,2015
Audi,A6 2.0 TDI Premium,8/11/2023,Diesel,Automatic,Blue,First,Individual,1968 cc,177 bhp @ 3750 rpm,380 Nm @ 1750 rpm,FWD,18000.00,69000,4915,1874,1455,5,17.16,2014
Mahindra,Marazzo M6 Plus 8 STR,6/28/2023,Diesel,Manual,White,First,Individual,1497 cc,121 bhp @ 3500 rpm,300 Nm @ 1750 rpm,FWD,17820.00,36700,4585,1866,1774,8,11.88,2021
Audi,A3 35 TDI Premium,4/14/2023,Diesel,Automatic,Blue,First,Individual,1968 cc,141 bhp @ 3500 rpm,320 Nm @ 1750 rpm,FWD,21600.00,76529,4456,1796,1416,5,13.2,2014
Toyota,Innova 2.5 VX 7 STR BS-III,6/17/2023,Diesel,Manual,Silver,Second,Individual,2494 cc,100 bhp @ 3600 rpm,200 Nm @ 1400 rpm,RWD,15480.00,85000,4585,1760,1760,7,14.52,2014
Nissan,Terrano XL D Plus,2/14/2023,Diesel,Manual,White,First,Individual,1461 cc,84 bhp @ 3750 rpm,200 Nm @ 1900 rpm,FWD,7200.00,99000,4331,1822,1671,5,13.2,2016
Hyundai,Grand i10 Asta AT 1.2 Kappa VTVT [2013-2016],10/7/2022,Gasolina,Automatic,White,Second,Individual,1197 cc,79 bhp @ 6000 rpm,112 Nm @ 4000 rpm,FWD,5232.00,37959,3765,1660,1520,5,11.352,2014
Toyota,Fortuner 2.8 4x4 AT [2016-2020],8/11/2023,Diesel,Automatic,White,First,Individual,2755 cc,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,AWD,51600.00,60000,4795,1855,1835,7,21.12,2021
Datsun,Go T (O),6/17/2023,Gasolina,Manual,Silver,First,Individual,1198 cc,67 bhp @ 5000 rpm,104 Nm @ 4000 rpm,FWD,3240.00,27000,3785,1635,1485,5,9.24,2017
Hyundai,Creta SX 1.4 Turbo 7 DCT,6/28/2023,Gasolina,Automatic,Black,First,Individual,1353 cc,138 bhp @ 6000 rpm,242 Nm @ 1500 rpm,FWD,22932.00,1300,4300,1790,1635,5,13.2,2022
BMW,X5 xDrive30d xLine,4/30/2023,Diesel,Automatic,Blue,First,Individual,2993 cc,262 bhp @ 4000 rpm,620 Nm @ 1500 rpm,AWD,103200.00,21696,4922,2004,1745,5,21.12,2020
Mercedes-Benz,C-Class C 220d Progressive [2018-2019],7/27/2023,Diesel,Automatic,Beige,First,Individual,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD,46800.00,33000,4686,1810,1442,5,17.424,2019
Volvo,V40 D3 R-Design,8/11/2023,Diesel,Automatic,Red,First,Individual,1984 cc,150 bhp @ 3500 rpm,350 Nm @ 1500 rpm,FWD,24000.00,6000,4370,1783,1458,5,15.84,2016
Hyundai,Santro Sportz AMT [2018-2020],2/3/2023,Gasolina,Automatic,Gold,First,Individual,1086 cc,68 bhp @ 5500 rpm,99 Nm @ 4500 rpm,FWD,5580.00,19000,3610,1645,1560,5,9.24,2019
Honda,City V,12/22/2022,Gasolina,Manual,Grey,First,Individual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,10500.00,58618,4440,1695,1495,5,10.56,2019
MINI,Cooper S,2/23/2023,Gasolina,Automatic,Black,First,Individual,1998 cc,189 bhp @,280 Nm @ 1250 rpm,,38400.00,10500,3850,1727,1414,4,11.616,2017
Mahindra,TUV300 T6 Plus,12/22/2022,Diesel,Manual,White,First,Commercial Registration,1493 cc,100 bhp @ 3750 rpm,240 Nm @ 1600 rpm,RWD,10200.00,85641,3995,1835,1839,7,15.84,2019
Renault,Kwid 1.0 RXT AMT Opt,3/20/2023,Gasolina,Automatic,Others,First,Individual,999 cc,67 bhp @ 5500 rpm,91 Nm @ 4250 rpm,FWD,5124.00,41669,3679,1579,1478,5,7.392,2020
Mercedes-Benz,GLE 300d 4MATIC LWB,5/29/2023,Diesel,Automatic,Blue,First,Individual,1950 cc,241 bhp @ 4200 rpm,500 Nm @ 1600 rpm,AWD,110400.00,10000,4924,2157,1772,5,24.552,2022
Hyundai,Creta 1.6 SX,4/30/2023,Diesel,Manual,Grey,First,Individual,1582 cc,126 bhp @ 4000 rpm,265 Nm @ 1900 rpm,FWD,12420.00,36000,4270,1780,1630,5,15.84,2018
Maruti Suzuki,DZire ZXi,7/27/2023,Gasolina,Manual,Grey,First,Individual,1197 cc,89 bhp @ 6000 rpm,113 Nm @ 4400 rpm,FWD,8340.00,31000,3995,1735,1515,5,9.768,2018
BMW,X1 sDrive20d xLine,4/30/2023,Diesel,Automatic,White,First,Individual,1995 cc,184 bhp @ 4000 rpm,350 Nm @ 1750 rpm,RWD,44100.00,37180,4454,2044,1545,5,16.632,2020
Mahindra,Thar LX 4-STR Hard Top Diesel AT,2/3/2023,Diesel,Automatic,Black,First,Individual,2184 cc,130 bhp @ 3750 rpm,300 Nm @ 1600 rpm,AWD,20400.00,14000,3985,1820,1844,4,15.048,2021
Tata,Tiago Revotron XZ,12/21/2022,Gasolina,Manual,Orange,Second,Individual,1199 cc,84 bhp @ 6000 rpm,114 Nm @ 3500 rpm,FWD,5388.00,53512,3746,1647,1535,5,9.24,2018
Mercedes-Benz,C-Class 220 CDI AT,2/23/2023,Diesel,Automatic,White,UnRegistered Car,Individual,2148 cc,170@3700,410@2000,RWD,64800.00,4600,4596,1770,1447,5,17.424,2022
MG,Gloster Sharp 6 STR 2.0 Twin Turbo 4WD,2/23/2023,Diesel,Automatic,Silver,First,Individual,1996 cc,215 bhp @ 4000 rpm,480 Nm @ 1500 rpm,AWD,47400.00,40000,4985,1926,1867,6,19.8,2021
Hyundai,Elite i20 Sportz 1.4,2/3/2023,Diesel,Manual,White,Second,Individual,1396 cc,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,FWD,6780.00,65000,3985,1734,1505,5,11.88,2015
BMW,X1 sDrive20d xLine,12/23/2022,Diesel,Automatic,Black,First,Individual,1995 cc,184 bhp @ 4000 rpm,350 Nm @ 1750 rpm,RWD,45300.00,32963,4454,2044,1545,5,16.632,2019
Renault,Kwid 1.0 RXT Edition,4/14/2023,Gasolina,Manual,Green,First,Individual,999 cc,67 bhp @ 5500 rpm,91 Nm @ 4250 rpm,FWD,4500.00,14000,3679,1579,1478,5,7.392,2018
Maruti Suzuki,Vitara Brezza ZDi,7/1/2023,Diesel,Manual,Blue,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,11388.00,50500,3995,1790,1640,5,12.672,2018
Maruti Suzuki,Swift ZDi Plus,7/27/2023,Diesel,Manual,White,First,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,9300.00,80849,3840,1735,1530,5,9.768,2019
Audi,A6 2.0 TDI Premium Plus,6/28/2023,Diesel,Automatic,White,First,Individual,1968 cc,177 bhp @ 3750 rpm,380 Nm @ 1750 rpm,FWD,21600.00,19868,4915,1874,1455,5,17.16,2014
Honda,City VX CVT,6/28/2023,Gasolina,Automatic,White,First,Individual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,9900.00,45000,4440,1695,1495,5,10.56,2016
Hyundai,Santro Magna [2018-2020],4/25/2023,Gasolina,Manual,Silver,First,Individual,1086 cc,68 bhp @ 5500 rpm,99 Nm @ 4500 rpm,FWD,6120.00,30858,3610,1645,1560,5,9.24,2019
Mahindra,Scorpio S11 2WD 7 STR,4/16/2023,Diesel,Manual,Black,First,Individual,2179 cc,140 bhp @ 3750 rpm,320 Nm @ 1500 rpm,RWD,16200.00,56500,4456,1820,1995,7,15.84,2018
Hyundai,Grand i10 Sportz 1.2 Kappa VTVT [2016-2017],7/4/2023,Gasolina,Manual,Grey,First,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,7800.00,37003,3765,1660,1520,5,11.352,2020
Honda,City ZX Diesel,5/23/2023,Diesel,Manual,White,First,Individual,1498 cc,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD,17880.00,11000,4440,1695,1495,5,10.56,2021
Maruti Suzuki,Baleno Sigma 1.2,4/30/2023,Gasolina,Manual,White,First,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,6540.00,53000,3995,1745,1500,5,9.768,2016
BMW,3-Series 320d Luxury Line,12/21/2022,Diesel,Automatic,White,First,Individual,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD,35400.00,75000,4633,1811,1429,5,15.048,2018
BMW,X5 xDrive 30d,1/17/2023,Diesel,Automatic,White,First,Individual,2993 cc,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,AWD,47940.00,39000,4886,1938,1762,7,0,2016
Mercedes-Benz,E-Class E250 CDI Avantgarde,12/21/2022,Diesel,Automatic,Brown,First,Individual,2143 cc,204 bhp @ 4200 rpm,500 Nm @ 1600 rpm,RWD,21000.00,59000,4879,1854,1474,5,21.12,2014
Audi,Q7 45 TDI Premium Plus,5/23/2023,Diesel,Automatic,White,First,Individual,2967 cc,245 bhp @ 2910 rpm,600 Nm @ 1500 rpm,AWD,66000.00,45000,5052,1968,1740,7,19.8,2017
Ford,Ecosport Titanium 1.5L Ti-VCT,4/9/2023,Gasolina,Manual,Blue,First,Individual,1497 cc,121 bhp @ 6500 rpm,150 Nm @ 4500 rpm,FWD,7500.00,48422,3998,1765,1647,5,13.728,2019
BMW,3-Series 320d Luxury Line,11/7/2022,Diesel,Automatic,Blue,First,Individual,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD,49800.00,29000,4633,1811,1429,5,15.048,2019
Mahindra,Thar LX 4-STR Hard Top Diesel MT,12/6/2022,Diesel,Manual,Brown,First,Individual,2184 cc,130 bhp @ 3750 rpm,300 Nm @ 1600 rpm,AWD,20388.00,37500,3985,1820,1844,4,15.048,2021
Maruti Suzuki,Baleno Delta 1.2,10/25/2021,Gasolina,Manual,Silver,Second,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,5820.00,62000,3995,1745,1500,5,9.768,2018
Audi,A4 30 TFSI Premium Plus,12/4/2021,Gasolina,Automatic,White,First,Individual,1395 cc,148 bhp @ 5000 rpm,250 Nm @ 1500 rpm,FWD,51000.00,17000,4726,1842,1427,5,14.256,2020
Hyundai,Creta SX 1.6 (O) Petrol,11/8/2021,Gasolina,Manual,Grey,First,Individual,1591 cc,122 bhp @ 6400 rpm,151 Nm @ 4850 rpm,FWD,15300.00,44000,4270,1780,1665,5,14.52,2019
Porsche,718 Boxster,10/25/2021,Gasolina,Automatic,Yellow,First,Individual,1988 cc,295 bhp @ 6500 rpm,380 Nm @ 2150 rpm,RWD,114000.00,20000,4379,1801,1281,2,14.256,2018
Hyundai,Creta SX 1.5 Diesel [2020-2022],6/28/2023,Diesel,Manual,Black,First,Individual,1493 cc,113 bhp @ 4000 rpm,250 Nm @ 1500 rpm,FWD,20400.00,9000,4300,1790,1635,5,13.2,2022
Mercedes-Benz,GLC 220d 4MATIC Progressive [2019-2021],4/14/2023,Diesel,Automatic,Silver,First,Individual,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,AWD,81600.00,14500,4658,1890,1644,5,17.424,2020
Maruti Suzuki,DZire VXi AMT,6/17/2023,Gasolina,Automatic,Brown,First,Individual,1197 cc,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,FWD,8580.00,31552,3995,1735,1515,5,9.768,2019
Maruti Suzuki,Wagon R VXI+ AMT,2/14/2023,Gasolina,Automatic,Grey,First,Individual,998 cc,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD,4560.00,70000,3636,1475,1670,5,9.24,2016
Honda,Brio E MT,10/7/2022,Gasolina,Manual,Silver,First,Individual,1198 cc,87 bhp @ 6000 rpm,109 Nm @ 4500 rpm,FWD,4500.00,35134,3610,1680,1500,5,9.24,2016
Land Rover,Range Rover Sport SDV6 SE,8/11/2023,Diesel,Automatic,White,Third,Individual,2993 cc,289 bhp @ 4000 rpm,600 Nm @ 2000 rpm,AWD,86400.00,45000,4879,2073,1780,5,20.328,2016
Mercedes-Benz,GLE 300d 4MATIC LWB,6/17/2023,Diesel,Automatic,Bronze,First,Individual,1950 cc,241 bhp @ 4200 rpm,500 Nm @ 1600 rpm,AWD,98280.00,18000,4924,2157,1772,5,24.552,2020
Maruti Suzuki,Swift ZXi AMT [2018-2019],6/28/2023,Gasolina,Automatic,Blue,First,Individual,1197 cc,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,FWD,8340.00,8000,3840,1735,1530,5,9.768,2018
Hyundai,Creta 1.6 SX (O),4/30/2023,Diesel,Manual,White,First,Individual,1582 cc,126 bhp @ 4000 rpm,265 Nm @ 1900 rpm,FWD,10500.00,62125,4270,1780,1630,5,15.84,2016
Land Rover,Discovery Sport HSE Luxury,7/27/2023,Diesel,Automatic,Red,First,Individual,1999 cc,177 bhp @ 4000 rpm,430 Nm @ 1750 rpm,AWD,42000.00,78000,4600,2069,1690,7,17.16,2016
Hyundai,i20 Active 1.2 SX,8/11/2023,Gasolina,Manual,Brown,First,Individual,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,8220.00,64300,3995,1760,1555,5,10.56,2018
Tata,Safari XZ Plus,2/3/2023,Diesel,Manual,White,First,Individual,1956 cc,168 bhp @ 3750 rpm,350 Nm @ 1750 rpm,FWD,22500.00,28000,4661,1894,1786,7,13.2,2021
Skoda,Octavia 1.8 TSI Ambition Plus AT,12/22/2022,Gasolina,Automatic,Grey,First,Individual,1798 cc,177 bhp @ 4500 rpm,250 Nm @ 1250 rpm,FWD,20220.00,28600,4659,1814,1476,5,13.2,2017
Audi,A6 35 TDI Matrix,2/23/2023,Diesel,Automatic,White,Second,Individual,1968 cc,190 bhp @ 3800 rpm,400 Nm @ 1750 rpm,FWD,30600.00,69500,4933,1874,1455,5,19.8,2015
Hyundai,Creta SX 1.6 CRDI,12/22/2022,Diesel,Manual,White,First,Individual,1582 cc,126 bhp @ 4000 rpm,265 Nm @ 1900 rpm,FWD,10440.00,70000,4270,1780,1630,5,15.84,2017
Mahindra,Thar CRDe 4x4 AC,3/20/2023,Diesel,Manual,White,First,Individual,2498 cc,105 bhp @ 3800 rpm,247 Nm @ 1800 rpm,AWD,10500.00,24000,3920,1726,1930,6,15.84,2018
Maruti Suzuki,Vitara Brezza VDi (O) [2016-2018],5/29/2023,Diesel,Manual,Silver,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,9900.00,25500,3995,1790,1640,5,12.672,2019
Maruti Suzuki,Ciaz Zeta 1.4 AT,4/30/2023,Gasolina,Automatic,Blue,First,Individual,1373 cc,91 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD,9420.00,20000,4490,1730,1485,5,11.352,2017
Mercedes-Benz,GLA 200 CDI Sport,7/27/2023,Diesel,Automatic,White,Second,Individual,2143 cc,134 bhp @ 3600 rpm,300 Nm @ 1600 rpm,FWD,25740.00,55000,4417,1804,1494,5,13.2,2016
Mercedes-Benz,E-Class E 220 d Avantgarde,4/30/2023,Diesel,Automatic,White,First,Individual,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD,78000.00,5750,5063,1860,1494,5,21.12,2019
Volkswagen,Polo Highline1.2L (P),2/3/2023,Gasolina,Manual,White,First,Individual,1198 cc,74 bhp @ 5400 rpm,110 Nm @ 3750 rpm,FWD,5880.00,50000,3971,1682,1469,5,11.88,2015
BMW,7-Series 730Ld DPE,12/21/2022,Diesel,Automatic,White,First,Individual,2993 cc,262 bhp @ 4000 rpm,620 Nm @ 2000 rpm,RWD,71400.00,28000,5219,1902,1481,4,20.592,2017
Renault,Kwid 1.0 RXT [2016-2019],2/23/2023,Gasolina,Manual,Grey,UnRegistered Car,Individual,999 cc,67 bhp @ 5500 rpm,91 Nm @ 4250 rpm,FWD,5040.00,43000,3679,1579,1478,5,7.392,2017
Hyundai,Tucson GL 2WD AT Diesel,2/23/2023,Diesel,Automatic,White,First,Individual,1995 cc,182 bhp @ 4000 rpm,400 Nm @ 1750 rpm,FWD,28740.00,44876,4475,1850,1660,5,16.368,2019
Hyundai,Eon Era +,2/3/2023,Gasolina,Manual,White,First,Individual,814 cc,55 bhp @ 5500 rpm,75 Nm @ 4000 rpm,FWD,3480.00,70000,3495,1550,1500,5,8.448,2018
Hyundai,Grand i10 Asta 1.2 Kappa VTVT [2013-2016],12/23/2022,Gasolina,Manual,Grey,First,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,4680.00,57000,3765,1660,1520,5,11.352,2014
Toyota,Corolla Altis 1.8 G AT,4/14/2023,Gasolina,Automatic,Grey,First,Individual,1798 cc,138 bhp @ 6400 rpm,173 Nm @ 4000 rpm,FWD,10680.00,63000,4540,1760,1480,5,14.52,2014
Maruti Suzuki,Swift LXi,7/1/2023,Gasolina,Manual,White,First,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,5280.00,53807,3850,1695,1530,5,11.088,2016
Maruti Suzuki,Ciaz Delta 1.4 MT,7/27/2023,Gasolina,Manual,White,First,Individual,1373 cc,91 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD,8652.00,46000,4490,1730,1485,5,11.352,2018
Skoda,Octavia 1.8 TSI L&K,6/28/2023,Gasolina,Automatic,Others,Second,Individual,1798 cc,177 bhp @ 5100 rpm,250 Nm @ 1250 rpm,FWD,18180.00,67546,4670,1814,1476,5,13.2,2018
Land Rover,Discovery Sport SE R-Dynamic Petrol,6/28/2023,Gasolina,Automatic,White,First,Individual,1997 cc,245 bhp @ 5500 rpm,365 Nm @ 1500 rpm,AWD,84000.00,14500,4600,2069,1724,7,18.48,2021
Honda,City V,4/25/2023,Gasolina,Manual,Grey,First,Individual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,11388.00,37100,4440,1695,1495,5,10.56,2018
Mercedes-Benz,E-Class E 220d Exclusive [2019-2019],4/16/2023,Diesel,Automatic,White,First,Individual,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD,66000.00,30000,5063,1860,1494,5,21.12,2019
Renault,Kwid RXT [2015-2019],7/4/2023,Gasolina,Manual,Others,First,Individual,799 cc,53 bhp @ 5678 rpm,72 Nm @ 4386 rpm,FWD,3828.00,89059,3679,1579,1478,5,7.392,2018
Volvo,V40 D3 R-Design,5/23/2023,Diesel,Automatic,Red,First,Individual,1984 cc,150 bhp @ 3500 rpm,350 Nm @ 1500 rpm,FWD,25200.00,42000,4370,1783,1458,5,15.84,2018
Maruti Suzuki,Baleno Delta 1.2,4/30/2023,Gasolina,Manual,Red,First,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,8220.00,58146,3995,1745,1500,5,9.768,2017
MINI,Cooper S,12/21/2022,Gasolina,Automatic,Black,First,Individual,1998 cc,189 bhp @,280 Nm @ 1250 rpm,,46800.00,13000,3850,1727,1414,4,11.616,2020
Porsche,Panamera 3.0 Diesel,1/17/2023,Diesel,Automatic,White,First,Corporate,,,,,76200.00,20500,,,,,0,2016
Mercedes-Benz,GLE 250 d,12/21/2022,Diesel,Automatic,White,Third,Individual,2143 cc,201 bhp @ 3800 rpm,500 Nm @ 1600 rpm,AWD,64800.00,50500,4819,2141,1796,5,24.552,2018
Mercedes-Benz,A-Class Sedan 200d,5/23/2023,Diesel,Automatic,White,UnRegistered Car,Individual,1950 cc,147 bhp @ 3400 rpm,320 Nm @ 1400 rpm,FWD,49200.00,3826,4549,1796,1446,5,11.352,2022
Mercedes-Benz,GLS 350 d,4/9/2023,Diesel,Automatic,White,First,Individual,2987 cc,255 bhp @ 3400 rpm,620 Nm @ 1600 rpm,AWD,82500.00,53000,5130,1934,1850,7,26.4,2019
Hyundai,Creta SX 1.6 (O) Petrol,11/7/2022,Gasolina,Manual,Black,Second,Individual,1591 cc,122 bhp @ 6400 rpm,151 Nm @ 4850 rpm,FWD,13380.00,37000,4270,1780,1665,5,14.52,2018
Honda,City V CVT Petrol [2017-2019],12/6/2022,Gasolina,Automatic,Grey,Second,Individual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,9132.00,38000,4440,1695,1495,5,10.56,2017
Maruti Suzuki,Baleno Zeta 1.2,2/17/2022,Gasolina,Manual,Yellow,First,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,9900.00,8499,3995,1745,1500,5,9.768,2021
Hyundai,Elite i20 Magna 1.4 CRDI [2016-2017],10/10/2022,Diesel,Manual,White,First,Individual,1396 cc,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,FWD,7800.00,61181,3985,1734,1505,5,11.88,2016
Honda,Jazz V Petrol,8/14/2023,Gasolina,Manual,Grey,First,Individual,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,6780.00,45000,3955,1694,1544,5,10.56,2017
Hyundai,Grand i10 NIOS Sportz AMT 1.2 Kappa VTVT,3/21/2023,Gasolina,Automatic,Blue,First,Individual,1197 cc,82 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,8220.00,9232,3805,1680,1520,5,9.768,2021
Hyundai,Elite i20 Magna Executive 1.2,7/30/2022,Gasolina,Manual,Blue,First,Individual,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,7308.00,42601,3985,1734,1505,5,11.88,2018
Audi,Q7 45 TDI Premium Plus,12/22/2021,Diesel,Automatic,Blue,First,Individual,2967 cc,245 bhp @ 2910 rpm,600 Nm @ 1500 rpm,AWD,62100.00,65000,5052,1968,1740,7,19.8,2016
Toyota,Innova 2.8 ZX AT 7 STR [2016-2020],2/18/2022,Diesel,Automatic,Bronze,First,Individual,2755 cc,172 bhp @ 3400 rpm,360 Nm @ 1200 rpm,RWD,26100.00,40000,4735,1830,1795,7,14.52,2018
Honda,Amaze 1.2 S i-VTEC Opt,1/30/2022,Gasolina,Manual,White,First,Individual,1198 cc,87 bhp @ 6000 rpm,109 Nm @ 4500 rpm,FWD,5760.00,50000,3990,1680,1505,5,9.24,2016
BMW,5-Series 520d Luxury Line [2017-2019],5/16/2022,Diesel,Automatic,Black,First,Individual,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD,69600.00,30000,4936,1868,1479,5,17.16,2020
Audi,Q7 45 TDI Technology Pack,7/30/2022,Diesel,Automatic,Blue,First,Individual,2967 cc,245 bhp @ 2910 rpm,600 Nm @ 1500 rpm,AWD,80400.00,39850,5052,1968,1740,7,19.8,2018
Hyundai,Elantra 1.6 SX AT,1/26/2022,Diesel,Automatic,White,First,Individual,1582 cc,126 bhp @ 4000 rpm,259 Nm @ 1900 rpm,FWD,7500.00,80000,4530,1775,1470,5,14.784,2014
Isuzu,MU-X 4x2,10/4/2021,Diesel,Automatic,Silver,First,Individual,2999 cc,174 bhp @ 3600 rpm,380 Nm @ 1800 rpm,RWD,21492.00,96095,4825,1860,1840,7,17.16,2017
